ACCNUM,DATE,TIME,HOUR,STREET1,STREET2,ROAD_CLASS,LATITUDE,LONGITUDE,LOCCOORD,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,INVTYPE,INVAGE,Age_mid,INJURY,VEHTYPE,DRIVACT,DRIVCOND,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,Hood_ID,Neighbourhood
1194692,2010/10/13 04:00:00+00,2224,22,LANSDOWNE Aven,WALLACE Aven,Minor Arterial,43.663345,-79.44519,Mid-Block,No Control,Rain,Dark,Wet,Non-Fatal Injury,Vehicle Owner,unknown,unknown,Unknown,Other,Unknown,Unknown,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,93,Dovercourt-Wallace Emerson-Junction (93)
1208694,2010/12/18 05:00:00+00,2256,22,MCCOWAN RD,MELDAZY DR,Major Arterial,43.763845,-79.24839,Mid-Block,No Control,Clear,Dark,Dry,Fatal,Driver,55 to 59,57,Fatal,"Automobile, Station Wagon",Driving Properly,Inattentive,No,No,Yes,No,No,No,No,No,No,No,No,No,137,Woburn (137)
1232760,2011/03/14 04:00:00+00,1307,13,CHURCH ST,CHARLES ST E,Minor Arterial,43.669745,-79.38259000000002,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,35 to 39,37,None,"Automobile, Station Wagon",Driving Properly,Normal,Yes,No,Yes,No,No,No,No,No,No,No,No,No,75,Church-Yonge Corridor (75)
1233009,2011/03/15 04:00:00+00,852,8,KING Stre E,PRINCESS Stre,Major Arterial,43.651545,-79.36709,Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,45 to 49,47,Major,Other,Unknown,Unknown,No,No,Yes,No,No,No,No,No,Yes,No,No,No,73,Moss Park (73)
1223175,2011/03/15 04:00:00+00,1825,18,MOUNT PLEASANT Road,MOORE Aven,Major Arterial,43.693545,-79.38469,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,80 to 84,82,None,Other,Unknown,Unknown,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,98,Rosedale-Moore Park (98)
1229063,2011/03/18 04:00:00+00,130,1,UNIVERSITY Aven,QUEEN Stre W,Major Arterial,43.650845,-79.38659,Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Driver,45 to 49,47,Major,"Automobile, Station Wagon",Disobeyed Traffic Control,Inattentive,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,76,Bay Street Corridor (76)
1233411,2011/03/19 04:00:00+00,1600,16,LESLIE st,HARRIET st,Local,43.671645,-79.33389,Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,50 to 54,52,None,"Automobile, Station Wagon",Other,Inattentive,No,No,Yes,No,No,No,No,No,No,No,No,No,70,South Riverdale (70)
1223675,2011/03/20 04:00:00+00,1953,19,BELLAMY Road N,NELSON Stre,Minor Arterial,43.745745,-79.23069,Mid-Block,No Control,Clear,Dark,Dry,Non-Fatal Injury,Driver,40 to 44,42,Major,"Automobile, Station Wagon",Driving Properly,Normal,No,No,Yes,No,No,No,No,No,No,No,No,No,137,Woburn (137)
1223676,2011/03/20 04:00:00+00,2120,21,EGLINTON Aven W,BRAEMAR Aven,Major Arterial,43.704345,-79.40959000000002,Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Passenger,45 to 49,47,None,Other,Unknown,Unknown,Yes,No,Yes,No,No,No,No,No,No,No,No,No,100,Yonge-Eglinton (100)
1224587,2011/03/20 04:00:00+00,2215,22,MARKHAM RD,DUNELM ST,Major Arterial,43.747145,-79.22069,Mid-Block,No Control,Clear,Dark,Dry,Non-Fatal Injury,Vehicle Owner,unknown,unknown,Unknown,Other,Unknown,Unknown,Yes,No,Yes,No,No,No,No,No,No,No,No,No,139,Scarborough Village (139)
1235117,2011/03/24 04:00:00+00,1234,12,LAKE SHORE Boul E,CHERRY Stre,Major Arterial,43.648242,-79.354907,Intersection,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,Driver,60 to 64,62,Minor,"Automobile, Station Wagon",Disobeyed Traffic Control,Other,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,77,Waterfront Communities-The Island (77)
1224559,2011/03/24 04:00:00+00,1520,15,WESTON RD,BELLEVUE Cres,Minor Arterial,43.699845,-79.51539,Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,40 to 44,42,Major,"Automobile, Station Wagon",Lost control,Medical or Physical Disability,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,113,Weston (113)
1224710,2011/03/24 04:00:00+00,2225,22,SHEPPARD AVE E,MURISON BLVD,Major Arterial,43.799145,-79.21289,Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Pedestrian,20 to 24,22,Fatal,Other,Unknown,Unknown,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,132,Malvern (132)
1228029,2011/03/25 04:00:00+00,720,7,315 MAIN ST,Unknown,Minor Arterial,43.689044,-79.30228699999998,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,unknown,unknown,None,"Automobile, Station Wagon",Unknown,Unknown,Yes,No,Yes,No,No,No,No,No,No,No,No,No,62,East End-Danforth (62)
1235812,2011/03/26 04:00:00+00,718,7,EGLINTON AVE W,RENFORTH DR,Major Arterial,43.665745,-79.58779,Mid-Block,No Control,Clear,Dawn,Dry,Non-Fatal Injury,Driver,60 to 64,62,Major,"Automobile, Station Wagon",Lost control,Inattentive,No,No,Yes,No,No,No,No,No,No,No,No,No,11,Eringate-Centennial-West Deane (11)
1224921,2011/03/28 04:00:00+00,1152,11,NORTH QUEEN ST,ATOMIC AVE,Minor Arterial,43.621845,-79.54319,Mid-Block,No Control,Clear,Daylight,Dry,Fatal,Driver,70 to 74,72,Fatal,"Automobile, Station Wagon",Lost control,Unknown,No,No,Yes,No,Yes,No,No,No,No,No,No,No,14,Islington-City Centre West (14)
1224926,2011/03/28 04:00:00+00,1555,15,DON VALLEY PARKWAY  N,DON MILLS Road,Unknown,43.699545,-79.33849000000002,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,25 to 29,27,Major,"Automobile, Station Wagon",Driving Properly,Normal,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,58,Old East York (58)
1235865,2011/03/29 04:00:00+00,950,9,HURON ST,DUNDAS ST W,Major Arterial,43.653345,-79.39619,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,75 to 79,77,Major,Other,Unknown,Unknown,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,78,Kensington-Chinatown (78)
1236286,2011/03/30 04:00:00+00,650,6,COLLEGE ST,DOVERCOURT RD,Major Arterial,43.653545,-79.42639,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Vehicle Owner,unknown,unknown,Unknown,Other,Unknown,Unknown,No,Yes,No,No,Yes,No,No,No,No,No,No,No,81,Trinity-Bellwoods (81)
1225560,2011/03/31 04:00:00+00,607,6,DUNDAS ST E,OSKENONTON  LANE,Major Arterial,43.658445,-79.37019000000002,Intersection,No Control,Rain,Dawn,Wet,Non-Fatal Injury,Driver,50 to 54,52,None,"Automobile, Station Wagon",Driving Properly,Normal,Yes,No,Yes,No,No,No,No,No,No,No,No,No,73,Moss Park (73)
1237144,2011/04/02 04:00:00+00,1930,19,WESTON Road,LANYARD Road,Major Arterial,43.748245,-79.54159,Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Driver,50 to 54,52,None,"Automobile, Station Wagon",Driving Properly,Normal,No,No,Yes,No,No,No,No,No,No,No,No,No,22,Humbermede (22)
1236980,2011/04/02 04:00:00+00,2210,22,LAWRENCE AVE W,VARNA DR,Major Arterial,43.717445,-79.43769,Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Driver,70 to 74,72,Minimal,"Automobile, Station Wagon",Failed to Yield Right of Way,Normal,No,No,Yes,No,No,No,No,No,Yes,No,No,No,32,Englemount-Lawrence (32)
1226172,2011/04/04 04:00:00+00,319,3,SHEPPARD AVE W,WESTON RD,Major Arterial,43.733745,-79.53819,Intersection,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Driver,35 to 39,37,Major,"Automobile, Station Wagon",Lost control,Unknown,No,No,Yes,No,No,No,No,No,No,No,No,No,22,Humbermede (22)
1226490,2011/04/05 04:00:00+00,745,7,DUNDAS ST W,BLOOR ST W,Minor Arterial,43.655745,-79.45229,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Other,25 to 29,27,None,Other,Unknown,Unknown,Yes,No,Yes,No,No,No,No,No,No,No,No,No,86,Roncesvalles (86)
1237364,2011/04/05 04:00:00+00,1020,10,JARVIS ST,WELLESLEY ST E,Major Arterial,43.666245,-79.37829,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,65 to 69,67,None,"Automobile, Station Wagon",Driving Properly,Normal,No,Yes,Yes,No,No,No,No,No,No,No,No,No,71,Cabbagetown-South St.James Town (71)
1237405,2011/04/06 04:00:00+00,2138,21,PARKWAY FOREST DR,FOREST MANOR RD,Collector,43.775045,-79.34339,Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Driver,60 to 64,62,None,"Automobile, Station Wagon",Failed to Yield Right of Way,Inattentive,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,53,Henry Farm (53)
1226853,2011/04/07 04:00:00+00,2040,20,WILLOWDALE Aven,REVCOE Driv,Minor Arterial,43.785745,-79.40909,Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Vehicle Owner,unknown,unknown,Unknown,Other,Unknown,Unknown,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,50,Newtonbrook East (50)
1232425,2011/04/08 04:00:00+00,1628,16,EGLINTON AVE W,HEDDINGTON AVE,Major Arterial,43.703445,-79.41389000000002,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,70 to 74,72,Minor,"Automobile, Station Wagon",Driving Properly,Normal,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,101,Forest Hill South (101)
1227443,2011/04/11 04:00:00+00,1750,17,LA ROSE Aven,TIMOTHY Cour,Collector,43.685845,-79.51959000000002,Unknown,Pedestrian Crossover,Clear,Daylight,Dry,Non-Fatal Injury,Driver,80 to 84,82,None,"Automobile, Station Wagon",Unknown,Unknown,Yes,No,Yes,No,No,No,No,No,No,No,No,No,8,Humber Heights-Westmount (8)
1236141,2011/04/15 04:00:00+00,1206,12,MCNICOLL AVE,TAPSCOTT RD,Minor Arterial,43.826745,-79.23999,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,25 to 29,27,Major,"Automobile, Station Wagon",Lost control,Normal,No,No,Yes,No,No,No,No,No,Yes,No,No,No,131,Rouge (131)
1228390,2011/04/17 04:00:00+00,1130,11,WILSON AVE,HIGHVIEW AVE,Major Arterial,43.723345,-79.49679,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,70 to 74,72,Major,"Automobile, Station Wagon",Lost control,Other,No,No,Yes,No,No,No,No,No,No,No,No,No,26,Downsview-Roding-CFB (26)
1228585,2011/04/18 04:00:00+00,1024,10,HIGHWAY 27  N,CARRIER DR,Major Arterial,43.739845,-79.60559,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,30 to 34,32,Major,Other,Unknown,Unknown,No,No,Yes,No,Yes,No,No,No,No,No,No,No,1,West Humber-Clairville (1)
1216616,2010/12/19 05:00:00+00,211,2,DUNDAS ST W,MANNING AVE,Major Arterial,43.651345,-79.41089000000002,Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Vehicle Owner,unknown,unknown,Unknown,Other,Unknown,Unknown,Yes,No,Yes,No,No,No,No,No,No,No,No,No,81,Trinity-Bellwoods (81)
1184084,2010/08/19 04:00:00+00,1715,17,ROXTON RD,DEWSON ST,Local,43.657845,-79.42269,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,25 to 29,27,None,"Automobile, Station Wagon",Other,Unknown,Yes,No,Yes,No,No,No,No,No,No,No,No,No,80,Palmerston-Little Italy (80)
1216368,2010/12/20 05:00:00+00,1540,15,VICTORIA PARK AVE,PACHINO BLVD,Major Arterial,43.761845,-79.31699,Intersection,No Control,Clear,Daylight,Wet,Non-Fatal Injury,Driver,45 to 49,47,None,"Automobile, Station Wagon",Driving Properly,Normal,Yes,No,Yes,No,No,No,No,No,No,No,No,No,119,Wexford/Maryvale (119)
1208896,2010/12/21 05:00:00+00,1639,16,DANFORTH Ave,BROADVIEW Ave,Major Arterial,43.676145,-79.35889,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Vehicle Owner,unknown,unknown,Unknown,Other,Unknown,Unknown,No,Yes,Yes,No,No,No,No,No,No,No,No,No,68,North Riverdale (68)
1209207,2010/12/23 05:00:00+00,2027,20,BATHURST ST,BRIDGMAN AVE,Major Arterial,43.673945,-79.41469000000002,Mid-Block,No Control,Clear,Dark,Dry,Fatal,Pedestrian,40 to 44,42,Fatal,Other,Unknown,Unknown,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,96,Casa Loma (96)
1209440,2010/12/28 05:00:00+00,1734,17,STEELES AVE E,SILVER STAR BLVD,Major Arterial,43.825345,-79.29999000000002,Intersection,Traffic Signal,Snow,Dark,Wet,Fatal,Pedestrian,30 to 34,32,Fatal,Other,Unknown,Unknown,Yes,No,Yes,No,No,No,No,No,No,No,No,No,130,Milliken (130)
1209441,2010/12/28 05:00:00+00,1750,17,STEELES AVE E,MIDLAND AVE,Major Arterial,43.825945,-79.29729,Intersection,Traffic Signal,Snow,Dark,Wet,Non-Fatal Injury,Driver,unknown,unknown,None,"Automobile, Station Wagon",Improper Turn,Unknown,Yes,No,Yes,No,No,No,No,No,No,No,No,No,130,Milliken (130)
1219081,2010/12/29 05:00:00+00,2159,21,DANFORTH AVE,BOWDEN ST,Major Arterial,43.677043,-79.354587,Mid-Block,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian,60 to 64,62,Major,Unknown,Unknown,Unknown,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes,No,67,Playter Estates-Danforth (67)
1220521,2011/01/01 05:00:00+00,328,3,HIGH PARK AVE,DUNDAS ST W,Local,43.665045,-79.47019,Mid-Block,No Control,Clear,Dark,Wet,Non-Fatal Injury,Driver,55 to 59,57,None,"Automobile, Station Wagon",Driving Properly,Normal,Yes,No,Yes,No,No,No,No,No,No,No,No,No,90,Junction Area (90)
1210091,2011/01/01 05:00:00+00,513,5,SPADINA RD,DUPONT ST,Major Arterial,43.674845,-79.40709,Intersection,Traffic Signal,Clear,Dark,Wet,Non-Fatal Injury,Driver,60 to 64,62,None,"Automobile, Station Wagon",Failed to Yield Right of Way,Normal,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,95,Annex (95)
1210132,2011/01/02 05:00:00+00,105,1,MCCOWAN RD,ELLESMERE RD,Major Arterial,43.772145,-79.25149,Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Driver,55 to 59,57,None,"Automobile, Station Wagon",Improper Turn,Normal,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,137,Woburn (137)
1219581,2011/01/04 05:00:00+00,1640,16,DUFFERIN ST,PRESTON RD,Major Arterial,43.691045,-79.44829,Intersection,No Control,Clear,Dusk,Dry,Non-Fatal Injury,Driver,60 to 64,62,Major,"Automobile, Station Wagon",Driving Properly,Normal,No,No,Yes,No,No,No,No,No,No,No,No,No,107,Oakwood Village (107)
1219697,2011/01/05 05:00:00+00,1007,10,DUPONT ST,CHRISTIE ST,Major Arterial,43.671645,-79.42149,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,60 to 64,62,None,"Automobile, Station Wagon",Failed to Yield Right of Way,Normal,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,95,Annex (95)
1219857,2011/01/05 05:00:00+00,1639,16,KENNEDY RD,CARDWELL AVE,Major Arterial,43.785745,-79.28949,Intersection,Traffic Signal,Clear,Dark,Wet,Non-Fatal Injury,Vehicle Owner,unknown,unknown,Unknown,Other,Unknown,Unknown,Yes,No,Yes,No,No,No,No,No,No,No,No,No,128,Agincourt South-Malvern West (128)
1219703,2011/01/05 05:00:00+00,1951,19,FINCH AVE E,WARDEN AVE,Major Arterial,43.796945,-79.31499000000002,Mid-Block,No Control,Clear,Dark,Wet,Non-Fatal Injury,Driver,70 to 74,72,None,"Automobile, Station Wagon",Following too Close,Normal,No,No,Yes,No,No,No,No,No,Yes,No,No,No,117,L'Amoreaux (117)
1220073,2011/01/06 05:00:00+00,1415,14,QUEEN ST W,YORK ST,Major Arterial,43.651045,-79.38579,Mid-Block,No Control,Snow,Daylight,Wet,Non-Fatal Injury,Pedestrian,20 to 24,22,Major,Other,Unknown,Unknown,Yes,No,No,No,No,Yes,No,No,No,No,No,No,76,Bay Street Corridor (76)
1220130,2011/01/06 05:00:00+00,2030,20,ELLESMERE RD,GANDER DR,Major Arterial,43.777545,-79.22659,Intersection,Traffic Signal,Snow,Dark,Loose Snow,Non-Fatal Injury,Driver,40 to 44,42,None,"Automobile, Station Wagon",Lost control,Normal,No,No,Yes,No,No,No,No,No,No,No,No,No,137,Woburn (137)
1211140,2011/01/07 05:00:00+00,1430,14,BATHURST ST,PORTUGAL SQ,Major Arterial,43.64550300000001,-79.40335400000002,Intersection,No Control,Clear,Daylight,Wet,Non-Fatal Injury,Driver,50 to 54,52,None,"Automobile, Station Wagon",Failed to Yield Right of Way,Normal,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,77,Waterfront Communities-The Island (77)
1211163,2011/01/07 05:00:00+00,1900,19,FINCH AVE W,YORK GATE BLVD,Major Arterial,43.756945,-79.51979,Mid-Block,No Control,Clear,Dark,Dry,Non-Fatal Injury,Driver,35 to 39,37,None,"Automobile, Station Wagon",Driving Properly,Normal,Yes,No,Yes,No,No,No,No,No,No,No,No,No,24,Black Creek (24)
1211679,2011/01/10 05:00:00+00,837,8,VICTORIA PARK AVE,SLOANE AVE,Major Arterial,43.738845,-79.30849,Intersection,No Control,Clear,Daylight,Wet,Non-Fatal Injury,Driver,40 to 44,42,None,"Automobile, Station Wagon",Speed too Fast For Condition,Inattentive,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,119,Wexford/Maryvale (119)
1220905,2011/01/10 05:00:00+00,1232,12,SHEPPARD AVE W,BEECROFT RD,Major Arterial,43.761045,-79.41319,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Vehicle Owner,unknown,unknown,Unknown,Other,Unknown,Unknown,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,38,Lansing-Westgate (38)
1225333,2011/01/11 05:00:00+00,615,6,EGLINTON AVE E,IONVIEW RD,Major Arterial,43.731445,-79.27119,Intersection,Traffic Signal,Clear,Dawn,Wet,Non-Fatal Injury,Driver,40 to 44,42,Minor,"Automobile, Station Wagon",Driving Properly,Normal,No,No,Yes,No,No,No,No,No,Yes,No,No,No,125,Ionview (125)
1212031,2011/01/11 05:00:00+00,1023,10,QUEEN ST W,BATHURST ST,Major Arterial,43.647245,-79.40389,Intersection,No Control,Clear,Daylight,Wet,Fatal,Pedestrian,unknown,unknown,Fatal,Other,Unknown,Unknown,Yes,No,No,No,No,Yes,No,No,No,No,No,No,78,Kensington-Chinatown (78)
1221014,2011/01/11 05:00:00+00,1140,11,DUNDAS ST W,BAY ST,Major Arterial,43.655745,-79.38379,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,30 to 34,32,Minor,Other,Unknown,Unknown,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,76,Bay Street Corridor (76)
1221155,2011/01/11 05:00:00+00,1956,19,QUEEN ST W,RYERSON AVE,Major Arterial,43.647545,-79.40219,Intersection,No Control,Snow,Dark,Loose Snow,Non-Fatal Injury,Truck Driver,40 to 44,42,None,Truck - Open,Other,"Ability Impaired, Alcohol Over .08",Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,77,Waterfront Communities-The Island (77)
1221131,2011/01/12 05:00:00+00,334,3,AVENUE RD,LAWRENCE AVE W,Major Arterial,43.722245,-79.41559000000002,Intersection,Traffic Signal,Snow,Dark,Packed Snow,Non-Fatal Injury,Passenger,35 to 39,37,Minimal,Other,Unknown,Unknown,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,39,Bedford Park-Nortown (39)
1221211,2011/01/13 05:00:00+00,656,6,HUMBER BLVD,ALLIANCE AVE,Collector,43.678744,-79.483386,Mid-Block,Pedestrian Crossover,Clear,Dark,Wet,Non-Fatal Injury,Driver,60 to 64,62,None,"Automobile, Station Wagon",Disobeyed Traffic Control,Inattentive,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,111,Rockcliffe-Smythe (111)
1212862,2011/01/15 05:00:00+00,1025,10,EGLINTON AVE W,RENFORTH DR,Minor Arterial,43.665545,-79.58619,Mid-Block,No Control,Snow,Daylight,Slush,Non-Fatal Injury,Passenger,15 to 19,17,Minor,Other,Unknown,Unknown,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,11,Eringate-Centennial-West Deane (11)
1222965,2011/01/16 05:00:00+00,2005,20,ST CLAIR AVE W,GUNNS RD,Major Arterial,43.671745,-79.47109,Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Driver,70 to 74,72,Major,"Automobile, Station Wagon",Driving Properly,Normal,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,90,Junction Area (90)
1224139,2011/01/19 05:00:00+00,1351,13,O CONNOR DR,WOODBINE AVE,Major Arterial,43.700148,-79.31902600000002,Intersection,Traffic Signal,Snow,Daylight,Wet,Non-Fatal Injury,Driver,65 to 69,67,None,"Automobile, Station Wagon",Disobeyed Traffic Control,Inattentive,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,No,60,Woodbine-Lumsden (60)
1223946,2011/01/19 05:00:00+00,1545,15,WESTON RD,AVON CRES,Major Arterial,43.68104500000001,-79.47619,Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,45 to 49,47,Major,Other,Unknown,Unknown,Yes,No,Yes,No,No,No,No,No,No,No,No,No,111,Rockcliffe-Smythe (111)
1224097,2011/01/19 05:00:00+00,1930,19,LAWRENCE AVE W,BROOKHAVEN DR,Major Arterial,43.704345,-79.49669,Intersection,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Passenger,25 to 29,27,Major,Other,Unknown,Unknown,No,No,Yes,No,No,No,No,No,Yes,No,No,No,30,Brookhaven-Amesbury (30)
1224469,2011/01/20 05:00:00+00,1555,15,STEELES AVE E,GORDON MURISON LANE,Minor Arterial,43.850945,-79.18899,Mid-Block,No Control,Clear,Daylight,Wet,Non-Fatal Injury,Passenger,60 to 64,62,Major,Other,Unknown,Unknown,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,131,Rouge (131)
1205411,2010/11/16 05:00:00+00,2001,20,50 YORK GATE BLVD,Unknown,Minor Arterial,43.758445,-79.52149,Mid-Block,No Control,Rain,Dark,Wet,Non-Fatal Injury,Driver,40 to 44,42,None,"Automobile, Station Wagon",Driving Properly,Normal,Yes,No,Yes,No,No,No,No,No,No,No,No,No,24,Black Creek (24)
1200942,2010/10/14 04:00:00+00,622,6,STEELES AVE W,GERRY FITZGERALD DR,Major Arterial,43.786145,-79.47479,Intersection,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Driver,45 to 49,47,None,"Automobile, Station Wagon",Driving Properly,Normal,Yes,No,Yes,No,No,No,No,No,No,No,No,No,27,York University Heights (27)
1198068,2010/09/24 04:00:00+00,1713,17,PAPE AVE,SELKIRK ST,Major Arterial,43.682145,-79.34609,Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,40 to 44,42,Major,"Automobile, Station Wagon",Driving Properly,Normal,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,66,Danforth (66)
1184434,2010/08/20 04:00:00+00,2215,22,LAKE SHORE BLVD E,JOSEPH DUGGAN  RD,Major Arterial,43.664344,-79.306186,Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Pedestrian,15 to 19,17,Fatal,Other,Unknown,Unknown,Yes,No,No,No,No,Yes,No,No,No,No,No,No,70,South Riverdale (70)
1191325,2010/09/24 04:00:00+00,2225,22,ALBION RD,TODD BROOK DR,Major Arterial,43.738245,-79.57159,Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Motorcycle Driver,20 to 24,22,Major,Motorcycle,Exceeding Speed Limit,Normal,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,3,Thistletown-Beaumond Heights (3)
1198314,2010/09/25 04:00:00+00,1704,17,CALEDONIA RD,BOWIE AVE,Minor Arterial,43.694945,-79.462787,Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Vehicle Owner,unknown,unknown,Unknown,Unknown,Unknown,Unknown,No,Yes,Yes,No,No,No,No,No,No,No,No,No,108,Briar Hill-Belgravia (108)
1191508,2010/09/26 04:00:00+00,1550,15,ROSEDALE VALLEY RD,BLOOR ST E,Minor Arterial,43.671045,-79.36419000000002,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Motorcycle Passenger,20 to 24,22,Major,Other,Unknown,Unknown,No,No,No,Yes,No,No,No,No,Yes,No,No,No,71,Cabbagetown-South St.James Town (71)
1198624,2010/09/26 04:00:00+00,1937,19,DUFFERIN ST,KEYWEST AVE,Major Arterial,43.692545,-79.44899000000002,Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Motorcycle Driver,30 to 34,32,Major,Motorcycle,Driving Properly,Normal,No,No,Yes,Yes,No,No,No,No,No,No,No,No,107,Oakwood Village (107)
1191546,2010/09/26 04:00:00+00,2235,22,HIGHWAY 27  N,VICE REGENT BLVD,Major Arterial,43.711345,-79.59279000000002,Intersection,Stop Sign,Clear,Dark,Dry,Fatal,Passenger,25 to 29,27,Fatal,Other,Unknown,Unknown,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,1,West Humber-Clairville (1)
1191582,2010/09/26 04:00:00+00,2309,23,LAKE SHORE BLVD W,COLBORNE LODGE DR,Major Arterial,43.637945,-79.45899,Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Cyclist,25 to 29,27,Fatal,Bicycle,Unknown,Unknown,No,Yes,Yes,No,No,No,No,No,No,No,No,No,85,South Parkdale (85)
1198637,2010/09/27 04:00:00+00,2158,21,BRIMLEY RD,FINCH AVE E,Major Arterial,43.805745,-79.27739,Intersection,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Driver,40 to 44,42,None,"Automobile, Station Wagon",Failed to Yield Right of Way,Inattentive,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,129,Agincourt North (129)
1199022,2010/09/28 04:00:00+00,625,6,JANE ST,EDDYSTONE AVE,Major Arterial,43.749145,-79.51569,Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Driver,55 to 59,57,Minimal,"Automobile, Station Wagon",Failed to Yield Right of Way,Normal,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,25,Glenfield-Jane Heights (25)
